School_ID,NAME_OF_SCHOOL,"Elementary, Middle, or High School",Street_Address,City,State,ZIP_Code,Phone_Number,Network_Manager,Collaborative_Name,Adequate_Yearly_Progress_Made_,Track_Schedule,CPS_Performance_Policy_Status,CPS_Performance_Policy_Level,HEALTHY_SCHOOL_CERTIFIED,Safety_Icon,SAFETY_SCORE
610046,Mary Lyon Elementary School,ES,2941 N McVicker Ave,Chicago,IL,60634,(773) 534-3120,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,55
609888,Mary Mapes Dodge Elementary Renaissance Academy,ES,2651 W Washington Blvd,Chicago,IL,60612,(773) 534-6640,AUSL Schools,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,57
610365,Mary McLeod Bethune Elementary School,ES,3030 W Arthington St,Chicago,IL,60612,(773) 534-6890,AUSL Schools,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,53
610535,Mason High School,HS,4217 W 18th St,Chicago,IL,60623,(773) 534-1530,West Side High School Network,WEST SIDE COLLABORATIVE,NDA,Standard,Not on Probation,Not Enough Data,No,Average,50
610240,Matthew A Henson Elementary School,ES,1326 S Avers Ave,Chicago,IL,60623,(773) 534-1804,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,37
609935,Matthew Gallistel Elementary Language Academy,ES,10347 S Ewing Ave,Chicago,IL,60617,(773) 535-6540,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,49
610362,Medgar Evers Elementary School,ES,9811 S Lowe Ave,Chicago,IL,60628,(773) 535-2565,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Weak,27
609928,Melville W Fuller Elementary School,ES,4214 S Saint Lawrence Ave,Chicago,IL,60653,(773) 535-1687,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,22
610055,Michael Faraday Elementary School,ES,3250 W Monroe St,Chicago,IL,60624,(773) 534-6670,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,35
609832,Michael M Byrne Elementary School,ES,5329 S Oak Park Ave,Chicago,IL,60638,(773) 535-2170,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,Yes,Standard,Probation,Level 3,No,Strong,63
610244,Michele Clark Academic Prep Magnet High School,HS,5101 W Harrison St,Chicago,IL,60644,(773) 534-6250,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,NDA,
610208,Mildred I Lavizzo Elementary School,ES,138 W 109th St,Chicago,IL,60628,(773) 535-5300,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,15
609830,Milton Brunson Math & Science Specialty Elementary School,ES,932 N Central Ave,Chicago,IL,60651,(773) 534-6025,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,30
610011,Minnie Mars Jamieson Elementary School,ES,5650 N Mozart St,Chicago,IL,60659,(773) 534-2395,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,64
610018,Miriam G Canter Middle School,MS,4959 S Blackstone Ave,Chicago,IL,60615,(773) 535-1410,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,57
609725,Morgan Park High School,HS,1744 W Pryor Ave,Chicago,IL,60643,(773) 535-2550,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,40
610257,Morton School of Excellence,ES,431 N Troy St,Chicago,IL,60612,(773) 534-6791,AUSL Schools,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 1,No,Average,53
610075,Moses Montefiore Special Elementary School,ES,1310 S Ashland Ave,Chicago,IL,60608,(773) 534-7825,Fulton Elementary Network,WEST SIDE COLLABORATIVE,NDA,Track_E,Not Applicable,Level 3,No,Weak,28
610082,Mount Greenwood Elementary School,ES,10841 S Homan Ave,Chicago,IL,60655,(773) 535-2786,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,84
610086,Mount Vernon Elementary School,ES,10540 S Morgan St,Chicago,IL,60643,(773) 535-2825,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,31
610385,Multicultural Academy of Scholarship,HS,3120 S Kostner Ave,Chicago,IL,60623,(773) 535-4242,West Side High School Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,48
609806,Myra Bradwell Communications Arts & Sciences Elementary School,ES,7736 S Burnham Ave,Chicago,IL,60649,(773) 535-6600,AUSL Schools,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,31
609952,Nathanael Greene Elementary School,ES,3525 S Honore,Chicago,IL,60609,(773) 535-4560,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,Yes,NDA,
609960,Nathan Hale Elementary School,ES,6140 S Melvina,Chicago,IL,60638,(773) 535-2265,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 2,No,Average,55
610134,Nathaniel Pope Elementary School,ES,1852 S Albany Ave,Chicago,IL,60623,(773) 534-1795,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,48
610348,Nathan R Goldblatt Elementary School,ES,4257 W Adams St,Chicago,IL,60624,(773) 534-6860,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,49
609876,Nathan S Davis Elementary School,ES,3014 W 39th Pl,Chicago,IL,60632,(773) 535-4540,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,43
610231,National Teachers Elementary Academy,ES,55 W Cermak Rd,Chicago,IL,60616,(773) 534-9970,AUSL Schools,SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Strong,67
609692,Neal F Simeon Career Academy High School,HS,8147 S Vincennes Ave,Chicago,IL,60620,(773) 535-3200,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,52
610085,Near North Elementary School,ES,739 N Ada St,Chicago,IL,60642,(773) 534-7845,Fulton Elementary Network,WEST SIDE COLLABORATIVE,NDA,Standard,Not Applicable,Level 3,No,Average,50
610284,New Field Elementary School,ES,1707 W Morse Ave,Chicago,IL,60626,(773) 534-2760,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,NDA,
610323,New Millennium High School of Health at Bowen,HS,2710 E 89th St,Chicago,IL,60617,(773) 535-7650,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Very Weak,17
609792,Newton Bateman Elementary School,ES,4220 N Richmond St,Chicago,IL,60618,(773) 534-5055,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,55
609730,Nicholas Senn High School,HS,5900 N Glenwood Ave,Chicago,IL,60660,(773) 534-2365,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,48
609793,Nicholson Technology Academy,ES,6006 S Peoria St,Chicago,IL,60621,(773) 535-3285,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,48
609961,Ninos Heroes Elementary Academic Center,ES,8344 S Commercial Ave,Chicago,IL,60617,(773) 535-6694,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,36
609810,Norman A Bridge Elementary School,ES,3800 N New England Ave,Chicago,IL,60634,(773) 534-3718,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,67
609691,North-Grand High School,HS,4338 W Wabansia Ave,Chicago,IL,60639,(773) 534-8520,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,42
610354,North River Elementary School,ES,4416 N Troy St,Chicago,IL,60625,(773) 534-0590,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,67
609749,Northside College Preparatory High School,HS,5501 N Kedzie Ave,Chicago,IL,60625,(773) 534-3954,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99
609762,Percy L Julian High School,HS,10330 S Elizabeth St,Chicago,IL,60643,(773) 535-5170,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,28
609744,Northside Learning Center High School,HS,3730 W Bryn Mawr Ave,Chicago,IL,60659,(773) 534-5180,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,NDA,Standard,Not Applicable,Not Enough Data,No,Very Strong,99
610051,Northwest Middle School,MS,5252 W Palmer St,Chicago,IL,60639,(773) 534-3250,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,34
610099,Norwood Park Elementary School,ES,5900 N Nina Ave,Chicago,IL,60631,(773) 534-1198,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99
610529,Ogden International High School,HS,1250 W Erie St,Chicago,IL,60622,(773) 534-0866,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Not Enough Data,No,Average,56
610201,Ole A Thorp Elementary Scholastic Academy,ES,6024 W Warwick Ave,Chicago,IL,60634,(773) 534-3640,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,70
610300,Oliver S Westcott Elementary School,ES,409 W 80th St,Chicago,IL,60620,(773) 535-3090,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,30
609997,Oliver Wendell Holmes Elementary School,ES,955 W Garfield Blvd,Chicago,IL,60621,(773) 535-9025,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,21
610105,Oriole Park Elementary School,ES,5424 N Oketo Ave,Chicago,IL,60656,(773) 534-1201,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Very Strong,99
610329,Orozco Fine Arts & Sciences Elementary School,ES,1940 W 18th St,Chicago,IL,60608,(773) 534-7215,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,55
610389,Orr Academy High School,HS,730 N Pulaski Rd,Chicago,IL,60624,(773) 534-6500,AUSL Schools,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,NDA,
609811,Orville T Bright Elementary School,ES,10740 S Calhoun Ave,Chicago,IL,60617,(773) 535-6215,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Very Weak,18
610367,Oscar DePriest Elementary School,ES,139 S Parkside Ave,Chicago,IL,60644,(773) 534-6800,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,35
610059,Oscar F Mayer Elementary School,ES,2250 N Clifton Ave,Chicago,IL,60614,(773) 534-5535,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,67
610021,Pablo Casals Elementary School,ES,3501 W Potomac Ave,Chicago,IL,60651,(773) 534-4444,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,
610115,Park Manor Elementary School,ES,7037 S Rhodes Ave,Chicago,IL,60637,(773) 535-3070,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,28
610116,Parkside Elementary Community Academy,ES,6938 S East End Ave,Chicago,IL,60649,(773) 535-0940,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,
609988,Patrick Henry Elementary School,ES,4250 N Saint Louis Ave,Chicago,IL,60618,(773) 534-5060,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,45
610003,Paul Cuffe Math-Science Technology Academy Elementary School,ES,8324 S Racine Ave,Chicago,IL,60620,(773) 535-8250,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,51
609676,Paul Laurence Dunbar Career Academy High School,HS,3000 S King Dr,Chicago,IL,60616,(773) 534-9000,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,29
610146,Paul Revere Elementary School,ES,1010 E 72nd St,Chicago,IL,60619,(773) 535-0618,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,36
609707,Paul Robeson High School,HS,6835 S Normal Blvd,Chicago,IL,60621,(773) 535-3800,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,29
609791,Perkins Bass Elementary School,ES,1140 W 66th St,Chicago,IL,60621,(773) 535-3275,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,28
610395,Pershing West Middle School,MS,3200 S Calumet Ave,Chicago,IL,60616,(773) 534-9240,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,46
610145,Peter A Reinberg Elementary School,ES,3425 N Major Ave,Chicago,IL,60634,(773) 534-3465,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,60
609867,Peter Cooper Elementary Dual Language Academy,ES,1624 W 19th St,Chicago,IL,60608,(773) 534-7205,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,NDA,
610147,Philip Rogers Elementary School,ES,7345 N Washtenaw Ave,Chicago,IL,60645,(773) 534-2125,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Very Strong,81
609777,Phillip D Armour Elementary School,ES,950 W 33rd Pl,Chicago,IL,60608,(773) 535-4530,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,36
610090,Phillip Murray Elementary Language Academy,ES,5335 S Kenwood Ave,Chicago,IL,60615,(773) 535-0585,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 2,No,Strong,66
609981,Phobe Apperson Hearst Elementary School,ES,4640 S Lamon Ave,Chicago,IL,60638,(773) 535-2376,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,33
610304,Phoenix Military Academy High School,HS,145 S Campbell Ave,Chicago,IL,60612,(773) 534-7275,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,53
610013,Pilsen Elementary Community Academy,ES,1420 W 17th St,Chicago,IL,60608,(773) 534-7675,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,43
610135,Portage Park Elementary School,ES,5330 W Berteau Ave,Chicago,IL,60641,(773) 534-3576,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,62
610138,Pulaski International Academy Elmentary School,ES,2230 W McLean Ave,Chicago,IL,60647,(773) 534-4391,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,68
609842,Rachel Carson Elementary School,ES,5516 S Maplewood Ave,Chicago,IL,60629,(773) 535-9222,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,38
609902,Ralph H Metcalfe Elementary Community Academy,ES,12339 S Normal Ave,Chicago,IL,60628,(773) 535-5590,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,
610141,Ravenswood Elementary School,ES,4332 N Paulina St,Chicago,IL,60613,(773) 534-5525,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,46
609769,Ray Graham Training Center High School,HS,2347 S Wabash Ave,Chicago,IL,60616,(773) 534-9257,South Side High School Network,SOUTH SIDE COLLABORATIVE,NDA,Standard,Not Applicable,Not Enough Data,No,Very Strong,90
609903,Richard Edwards Elementary School,ES,4815 S Karlov Ave,Chicago,IL,60632,(773) 535-4875,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,48
610291,Richard Henry Lee Elementary School,ES,6448 S Tripp Ave,Chicago,IL,60629,(773) 535-2255,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,59
610239,Richard J Daley Elementary Academy,ES,5024 S Wolcott Ave,Chicago,IL,60609,(773) 535-9091,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,29
610102,Richard J Oglesby Elementary School,ES,7646 S Green St,Chicago,IL,60620,(773) 535-3060,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,44
609702,Richard T Crane Technical Preparatory High School,HS,2245 W Jackson Blvd,Chicago,IL,60612,(773) 534-7550,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,43
610234,Richard Yates Elementary School,ES,1839 N Richmond St,Chicago,IL,60647,(773) 534-4550,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,42
609695,Roald Amundsen High School,HS,5110 N Damen Ave,Chicago,IL,60625,(773) 534-2320,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,51
610350,Robert A Black Magnet Elementary School,ES,9101 S Euclid Ave,Chicago,IL,60619,(773) 535-6390,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,68
609906,Robert Emmet Elementary School,ES,5500 W Madison St,Chicago,IL,60644,(773) 534-6050,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,37
609929,Robert Fulton Elementary School,ES,5300 S Hermitage Ave,Chicago,IL,60609,(773) 535-9000,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,46
609979,Robert Healy Elementary School,ES,3010 S Parnell Ave,Chicago,IL,60616,(773) 534-9190,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,63
610045,Robert H Lawrence Elementary School,ES,9928 S Crandon Ave,Chicago,IL,60617,(773) 535-6320,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Very Weak,19
609956,Robert L Grimes Elementary School,ES,5450 W 64th Pl,Chicago,IL,60638,(773) 535-2364,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,79
610391,Robert Lindblom Math & Science Academy High School,HS,6130 S Wolcott Ave,Chicago,IL,60636,(773) 535-9300,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Strong,66
610252,Robert Nathaniel Dett Elementary School,ES,2306 W Maypole Ave,Chicago,IL,60612,(773) 534-7160,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,48
609759,Roberto Clemente Community Academy High School,HS,1147 N Western Ave,Chicago,IL,60622,(773) 534-4000,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,44
610029,Rodolfo Lozano Bilingual & International Center Elementary School,ES,1501 N Greenview Ave,Chicago,IL,60622,(773) 534-4750,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,55
609733,Roger C Sullivan High School,HS,6631 N Bosworth Ave,Chicago,IL,60626,(773) 534-2000,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,30
610091,Ronald Brown Elementary Community Academy,ES,12607 S Union Ave,Chicago,IL,60628,(773) 535-5385,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,31
610282,Ronald E McNair Elementary School,ES,4820 W Walton St,Chicago,IL,60651,(773) 534-8980,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,31
609826,Rosario Castellanos Elementary School,ES,2524 S Central Park Ave,Chicago,IL,60623,(773) 534-1620,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,36
610056,Roswell B Mason Elementary School,ES,4217 W 18th St,Chicago,IL,60623,(773) 534-1530,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,37
610027,Rudyard Kipling Elementary School,ES,9351 S Lowe Ave,Chicago,IL,60620,(773) 535-3151,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,52
610250,Rueben Salazar Elementary Bilingual Center,ES,160 W Wendell St,Chicago,IL,60610,(773) 534-8310,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Strong,64
609995,Rufus M Hitch Elementary School,ES,5625 N McVicker Ave,Chicago,IL,60646,(773) 534-1189,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,Yes,Strong,64
609853,Salmon P Chase Elementary School,ES,2021 N Point St,Chicago,IL,60647,(773) 534-4185,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,55
609943,Samuel Gompers Fine Arts Options Elementary School,ES,12302 S State St,Chicago,IL,60628,(773) 535-5475,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,34
610155,Sauganash Elementary School,ES,6040 N Kilpatrick Ave,Chicago,IL,60646,(773) 534-3470,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99
609805,Scott Joplin Elementary School,ES,7931 S Honore St,Chicago,IL,60620,(773) 535-3425,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,35
609968,Sharon Christa McAuliffe Elementary School,ES,1841 N Springfield Ave,Chicago,IL,60647,(773) 534-4400,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,Yes,NDA,
610157,Sidney Sawyer Elementary School,ES,5248 S Sawyer Ave,Chicago,IL,60632,(773) 535-0440,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,57
610283,Simon Guggenheim Elementary School,ES,7141 S Morgan St,Chicago,IL,60621,(773) 535-3587,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,30
610521,Sir Miles Davis Magnet Elementary Academy,ES,6730 S Paulina St,Chicago,IL,60636,(773) 535-9120,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,35
610534,Skinner North,ES,640 W Scott St,Chicago,IL,60610,(773) 534-8500,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Not Enough Data,No,NDA,
610226,Socorro Sandoval Elementary School,ES,5534 S Saint Louis Ave,Chicago,IL,60629,(773) 535-0457,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,
610160,Songhai Elementary Learning Institute,ES,11725 S Perry Ave,Chicago,IL,60628,(773) 535-5547,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,17
609990,South Loop Elementary School,ES,1212 S Plymouth Ct,Chicago,IL,60605,(773) 534-8690,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,84
610530,South Shore Fine Arts Academy,ES,1415 E 70th St,Chicago,IL,60637,(773) 535-8340,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Not Enough Data,No,NDA,
609745,Southside Occupational Academy High School,HS,7342 S Hoyne Ave,Chicago,IL,60636,(773) 535-9100,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,NDA,Track_E,Not Applicable,Not Enough Data,No,NDA,
610183,Spencer Technology Academy,ES,214 N Lavergne Ave,Chicago,IL,60644,(773) 534-6150,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,35
610357,Spry Community Links High School,HS,2400 S Marshall Blvd,Chicago,IL,60623,(773) 534-1997,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,70
609880,Stephen Decatur Classical Elementary School,ES,7030 N Sacramento Ave,Chicago,IL,60645,(773) 534-2201,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99
609933,Stephen F Gale Elementary Community Academy,ES,1631 W Jonquil Ter,Chicago,IL,60626,(773) 534-2100,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,39
609976,Stephen K Hayt Elementary School,ES,1518 W Granville Ave,Chicago,IL,60660,(773) 534-2040,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,72
609724,Stephen T Mather High School,HS,5835 N Lincoln Ave,Chicago,IL,60659,(773) 534-2350,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,58
610191,Stone Elementary Scholastic Academy,ES,6239 N Leavitt St,Chicago,IL,60659,(773) 534-2045,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,78
